num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/episode_duration_sec_mean,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/episode_len_max,env_runners/episode_len_min,env_runners/num_episodes_lifetime,env_runners/episode_return_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/agent_steps/ai,env_runners/agent_steps/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,learners/ai/mean_kl_loss,learners/ai/module_train_batch_size_mean,learners/ai/vf_loss_unclipped,learners/ai/weights_seq_no,learners/ai/vf_explained_var,learners/ai/default_optimizer_learning_rate,learners/ai/vf_loss,learners/ai/entropy,learners/ai/policy_loss,learners/ai/num_trainable_parameters,learners/ai/num_module_steps_trained_lifetime,learners/ai/gradients_default_optimizer_global_norm,learners/ai/num_non_trainable_parameters,learners/ai/curr_entropy_coeff,learners/ai/total_loss,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/num_module_steps_trained,learners/ai/curr_kl_coeff,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_module_steps_trained,learners/human/curr_entropy_coeff 
1,464000,False,116,f0d76_00000,2025-06-01_16-42-25,1748785345,4.681935787200928,548.8512146472931,18376,Cerebro,127.0.0.1,548.8512146472931,116,4.724189936192545,1.592198936631993e-05,4.723913378884709,1.0478845697269517,3.6613964862777175,0.012006240222361214,-162.4,464000,4000,-360.0,0.06842228899826296,52,80.0,80,80,5800,-80.0,4,0,0,24.3,64.97999999999999,0.0,0.0,4000,4000,-81.2,-81.2,464000,464000,80.0,80.0,464000,464000,-81.2,-81.2,4000,4000,0.0008469517342746258,4052.0,276.4791259765625,116.0,0.3471241593360901,0.0005,8.343256950378418,1.5988759994506836,0.14049187302589417,152070.0,470032,0.45449918508529663,0.0,0.2,0.655042290687561,0.0,4052,2.4074124663572855e-36,152070.0,470032,4000,464000,0.0,0.20366087612367023,4052,0.2
1,468000,False,117,f0d76_00000,2025-06-01_16-42-30,1748785350,5.256193161010742,554.1074078083038,18376,Cerebro,127.0.0.1,554.1074078083038,117,4.729409513830652,1.5888769850006285e-05,4.7291328860958375,1.04763273103004,3.666924429414698,0.011947609819921564,-165.6,468000,4000,-360.0,0.07167913500103168,48,80.0,80,80,5848,-80.0,4,0,0,29.400000000000002,65.01428571428572,0.0,0.0,4000,4000,-82.8,-82.8,468000,468000,80.0,80.0,468000,468000,-82.8,-82.8,4000,4000,0.0009102815529331565,4052.0,254.72337341308594,117.0,0.36793768405914307,0.0005,7.819370269775391,1.5983539819717407,0.08684609085321426,152070.0,474084,0.6240015029907227,0.0,0.2,0.5491122603416443,0.0,4052,1.2037062331786428e-36,152070.0,474084,4000,468000,0.0,0.20373798695934642,4052,0.2
1,472000,False,118,f0d76_00000,2025-06-01_16-42-35,1748785355,4.88710880279541,558.9945166110992,18376,Cerebro,127.0.0.1,558.9945166110992,118,4.73086023169243,1.587188265068767e-05,4.730583302234885,1.0483719267197313,3.6676754901202377,0.011904700721500499,-160.6,472000,4000,-260.0,0.07355525600025431,52,80.0,80,80,5900,-80.0,4,0,0,23.61666666666667,65.05000000000001,0.0,0.0,4000,4000,-80.3,-80.3,472000,472000,80.0,80.0,472000,472000,-80.3,-80.3,4000,4000,0.0006707672728225589,4052.0,245.3417205810547,118.0,0.30169761180877686,0.0005,8.829490661621094,1.5970220565795898,-0.07661484181880951,152070.0,478136,0.4491850733757019,0.0,0.2,0.48692983388900757,0.0,4052,6.018531165893214e-37,152070.0,478136,4000,472000,0.0,0.2038131218806953,4052,0.2
1,476000,False,119,f0d76_00000,2025-06-01_16-42-40,1748785360,4.951550483703613,563.9460670948029,18376,Cerebro,127.0.0.1,563.9460670948029,119,4.732970413375369,1.5861163786972594e-05,4.732692600212523,1.0479761064524522,3.670237455219175,0.011844586714249365,-162.0,476000,4000,-260.0,0.07282954799768049,48,80.0,80,80,5948,-80.0,4,0,0,30.349999999999998,65.06666666666666,0.0,0.0,4000,4000,-81.0,-81.0,476000,476000,80.0,80.0,476000,476000,-81.0,-81.0,4000,4000,0.0007759046857245266,4052.0,291.27044677734375,119.0,0.2837498188018799,0.0005,8.528528213500977,1.5911309719085693,0.036201491951942444,152070.0,482188,0.8898622989654541,0.0,0.2,0.5708280801773071,0.0,4052,3.009265582946607e-37,152070.0,482188,4000,476000,0.0,0.20388466229491992,4052,0.2
1,480000,False,120,f0d76_00000,2025-06-01_16-42-45,1748785365,4.810525894165039,568.7565929889679,18376,Cerebro,127.0.0.1,568.7565929889679,120,4.733637284241613,1.5817552442692996e-05,4.733359427210444,1.046445260387419,3.672478347667124,0.011795921847017889,-165.6,480000,4000,-260.0,0.070029222999583,52,80.0,80,80,6000,-80.0,4,0,0,22.816666666666663,65.06666666666666,0.0,0.0,4000,4000,-82.8,-82.8,480000,480000,80.0,80.0,480000,480000,-82.8,-82.8,4000,4000,0.0005473938072100282,4052.0,354.9078369140625,120.0,0.20469510555267334,0.0005,7.98128080368042,1.5926181077957153,0.06881861388683319,152070.0,486240,0.5061811804771423,0.0,0.2,0.5484230518341064,0.0,4052,1.5046327914733034e-37,152070.0,486240,4000,480000,0.0,0.20396951905866997,4052,0.2
1,484000,False,121,f0d76_00000,2025-06-01_16-42-50,1748785370,5.1209282875061035,573.877521276474,18376,Cerebro,127.0.0.1,573.877521276474,121,4.737388576399429,1.5794376782069454e-05,4.737109861938243,1.0468520537837147,3.6758811581905304,0.01173724162881789,-164.6,484000,4000,-260.0,0.07344603400328197,48,80.0,80,80,6048,-80.0,4,0,0,33.85,65.5,0.0,0.0,4000,4000,-82.3,-82.3,484000,484000,80.0,80.0,484000,484000,-82.3,-82.3,4000,4000,0.0006982135819271207,4052.0,369.7244873046875,121.0,0.09033936262130737,0.0005,7.682024002075195,1.5918043851852417,-0.06426960974931717,152070.0,490292,1.1283414363861084,0.0,0.2,0.3855719566345215,0.0,4052,7.523163957366517e-38,152070.0,490292,4000,484000,0.0,0.2040517435309158,4052,0.2
1,488000,False,122,f0d76_00000,2025-06-01_16-42-55,1748785375,5.076575994491577,578.9540972709656,18376,Cerebro,127.0.0.1,578.9540972709656,122,4.737615561635176,1.5881433133569808e-05,4.737335810319169,1.0457762422456809,3.6772313116087627,0.011689021212307827,-161.4,488000,4000,-260.0,0.07534126900078263,52,80.0,80,80,6100,-100.0,4,0,0,20.82857142857143,65.44285714285714,0.0,0.0,4000,4000,-80.7,-80.7,488000,488000,80.0,80.0,488000,488000,-80.7,-80.7,4000,4000,0.000825348834041506,4052.0,103.3272933959961,122.0,0.663887619972229,0.0005,7.774600505828857,1.5865120887756348,0.1829761266708374,152070.0,494344,1.2176364660263062,0.0,0.2,0.6431337594985962,0.0,4052,3.7615819786832586e-38,152070.0,494344,4000,488000,0.0,0.20414483247181195,4052,0.2
1,492000,False,123,f0d76_00000,2025-06-01_16-43-00,1748785380,4.76641583442688,583.7205131053925,18376,Cerebro,127.0.0.1,583.7205131053925,123,4.73780896101876,1.5863618711724456e-05,4.737528845216284,1.044489613823286,3.678767962492991,0.011631729999981183,-160.2,492000,4000,-260.0,0.06867488499905448,48,80.0,80,80,6148,-100.0,4,0,0,28.440000000000005,65.47999999999999,0.0,0.0,4000,4000,-80.1,-80.1,492000,492000,80.0,80.0,492000,492000,-80.1,-80.1,4000,4000,0.0007717074477113783,4052.0,151.33212280273438,123.0,0.2986956834793091,0.0005,7.932072162628174,1.5886255502700806,0.1462213397026062,152070.0,498396,0.7159750461578369,0.0,0.2,0.6217033863067627,0.0,4052,1.8807909893416293e-38,152070.0,498396,4000,492000,0.0,0.20423415429953565,4052,0.2
1,496000,False,124,f0d76_00000,2025-06-01_16-43-05,1748785385,4.34580135345459,588.066314458847,18376,Cerebro,127.0.0.1,588.066314458847,124,4.73379362940872,1.5823982266578704e-05,4.733513651763782,1.042755999684766,3.676535206868465,0.01158059570038762,-163.6,496000,4000,-260.0,0.06579834700212814,52,80.0,80,80,6200,-120.0,4,0,0,18.71666666666667,65.41666666666667,0.0,0.0,4000,4000,-81.8,-81.8,496000,496000,80.0,80.0,496000,496000,-81.8,-81.8,4000,4000,0.0005887559382244945,4052.0,300.1200256347656,124.0,0.16823261976242065,0.0005,7.882370471954346,1.5854119062423706,0.1939278244972229,152070.0,502448,0.6447926759719849,0.0,0.2,0.6650825142860413,0.0,4052,9.403954246058914e-39,152070.0,502448,4000,496000,0.0,0.20431877537745785,4052,0.2
1,500000,False,125,f0d76_00000,2025-06-01_16-43-09,1748785389,4.741725921630859,592.8080403804779,18376,Cerebro,127.0.0.1,592.8080403804779,125,4.733731432114812,1.596274237711101e-05,4.733449026246096,1.0415168326878494,3.6777232537998876,0.011556724743184033,-163.2,500000,4000,-260.0,0.06619437999848742,48,80.0,80,80,6248,-100.0,4,0,0,25.650000000000002,65.46666666666665,0.0,0.0,4000,4000,-81.6,-81.6,500000,500000,80.0,80.0,500000,500000,-81.6,-81.6,4000,4000,0.0005792221636511385,4052.0,225.25836181640625,125.0,0.4411334991455078,0.0005,7.534183979034424,1.583619236946106,0.10031349211931229,152070.0,506500,0.41886410117149353,0.0,0.2,0.5370079874992371,0.0,4052,4.701977123029457e-39,152070.0,506500,4000,500000,0.0,0.2044004163183949,4052,0.2
1,504000,False,126,f0d76_00000,2025-06-01_16-43-14,1748785394,4.886581182479858,597.6946215629578,18376,Cerebro,127.0.0.1,597.6946215629578,126,4.735173943793764,1.593311477907082e-05,4.734891598983651,1.0439575743614786,3.6767745412615205,0.011506898495750716,-161.4,504000,4000,-260.0,0.07605347599834204,52,80.0,80,80,6300,-100.0,4,0,0,23.328571428571426,65.39999999999999,0.0,0.0,4000,4000,-80.7,-80.7,504000,504000,80.0,80.0,504000,504000,-80.7,-80.7,4000,4000,0.0003407197364140302,4052.0,191.23443603515625,126.0,0.47163593769073486,0.0005,7.977978229522705,1.5890603065490723,0.28237828612327576,152070.0,510552,1.2518904209136963,0.0,0.2,0.7623640298843384,0.0,4052,2.3509892621639607e-39,152070.0,510552,4000,504000,0.0,0.20447861239297377,4052,0.2
1,508000,False,127,f0d76_00000,2025-06-01_16-43-19,1748785399,4.784643173217773,602.4792647361755,18376,Cerebro,127.0.0.1,602.4792647361755,127,4.735555029355665,1.5897783411324074e-05,4.735272767993745,1.043212012617988,3.6779416408485957,0.01146260051067558,-162.8,508000,4000,-260.0,0.0771654740034137,48,80.0,80,80,6348,-100.0,4,0,0,26.13333333333333,65.2,0.0,0.0,4000,4000,-81.4,-81.4,508000,508000,80.0,80.0,508000,508000,-81.4,-81.4,4000,4000,0.0005583074525929987,4052.0,329.9752502441406,127.0,0.12979209423065186,0.0005,8.365168571472168,1.5869636535644531,0.08118468523025513,152070.0,514604,0.4732358753681183,0.0,0.2,0.6003088355064392,0.0,4052,1.1754946310819804e-39,152070.0,514604,4000,508000,0.0,0.20455468619442593,4052,0.2
1,512000,False,128,f0d76_00000,2025-06-01_16-43-24,1748785404,4.507624387741089,606.9868891239166,18376,Cerebro,127.0.0.1,606.9868891239166,128,4.733173491062129,1.5897805623762058e-05,4.732890173313978,1.0428706874916591,3.6759401604401374,0.011420659506055496,-163.2,512000,4000,-260.0,0.06659061100159307,52,80.0,80,80,6400,-100.0,4,0,0,20.519999999999996,65.0,0.0,0.0,4000,4000,-81.6,-81.6,512000,512000,80.0,80.0,512000,512000,-81.6,-81.6,4000,4000,0.0004754592664539814,4052.0,415.06024169921875,128.0,0.1935710310935974,0.0005,8.876524925231934,1.5870287418365479,-0.176600381731987,152070.0,518656,0.7095931768417358,0.0,0.2,0.39364638924598694,0.0,4052,5.87746614891758e-40,152070.0,518656,4000,512000,0.0,0.20462691774861055,4052,0.2
1,516000,False,129,f0d76_00000,2025-06-01_16-43-28,1748785408,4.714637994766235,611.7015271186829,18376,Cerebro,127.0.0.1,611.7015271186829,129,4.7329002061514025,1.585182784588558e-05,4.732617117580695,1.0411572566171816,3.677427471835271,0.011374026910980993,-162.6,516000,4000,-260.0,0.06300786599691492,48,80.0,80,80,6448,-80.0,4,0,0,24.71666666666667,65.06666666666666,0.0,0.0,4000,4000,-81.3,-81.3,516000,516000,80.0,80.0,516000,516000,-81.3,-81.3,4000,4000,0.0005267772939987481,4052.0,227.89260864257812,129.0,0.3530939221382141,0.0005,8.128243446350098,1.5859371423721313,0.15207119286060333,152070.0,522708,0.4177754819393158,0.0,0.2,0.6477080583572388,0.0,4052,2.93873307445879e-40,152070.0,522708,4000,516000,0.0,0.20469562486309378,4052,0.2
1,520000,False,130,f0d76_00000,2025-06-01_16-43-33,1748785413,5.034788131713867,616.7363152503967,18376,Cerebro,127.0.0.1,616.7363152503967,130,4.735828052089879,1.5815309914318306e-05,4.735545129404958,1.0395076220511077,3.6820303791173514,0.011335286641941032,-162.6,520000,4000,-360.0,0.06366524900018704,52,80.0,80,80,6500,-80.0,4,0,0,30.0,65.28333333333335,0.0,0.0,4000,4000,-81.3,-81.3,520000,520000,80.0,80.0,520000,520000,-81.3,-81.3,4000,4000,0.0003659731592051685,4052.0,488.53448486328125,130.0,0.026612460613250732,0.0005,7.859272003173828,1.58853280544281,0.07659529149532318,152070.0,526760,0.6559301018714905,0.0,0.2,0.5448159575462341,0.0,4052,1.4693735437217167e-40,152070.0,526760,4000,520000,0.0,0.2047761410635081,4052,0.2
1,524000,False,131,f0d76_00000,2025-06-01_16-43-38,1748785418,4.8952555656433105,621.63157081604,18376,Cerebro,127.0.0.1,621.63157081604,131,4.737326674569249,1.57801571696812e-05,4.737043569110943,1.0386832228304617,3.6843918053265963,0.011289675775622754,-165.8,524000,4000,-360.0,0.06760302800161298,48,80.0,80,80,6548,-140.0,4,0,0,31.483333333333334,65.65,0.0,0.0,4000,4000,-82.9,-82.9,524000,524000,80.0,80.0,524000,524000,-82.9,-82.9,4000,4000,0.0006271595484577119,4052.0,166.8963623046875,131.0,0.618579626083374,0.0005,7.823024272918701,1.5894478559494019,0.10872089117765427,152070.0,530812,0.9438788890838623,0.0,0.2,0.5731337070465088,0.0,4052,7.346867718608583e-41,152070.0,530812,4000,524000,0.0,0.20485276993742654,4052,0.2
1,528000,False,132,f0d76_00000,2025-06-01_16-43-43,1748785423,4.570209264755249,626.2017800807953,18376,Cerebro,127.0.0.1,626.2017800807953,132,4.735575379823783,1.5767355537932706e-05,4.735290739419994,1.0368666036022143,3.684503867273533,0.011241588017753263,-166.0,528000,4000,-260.0,0.06732184700202197,52,80.0,80,80,6600,-160.0,4,0,0,21.683333333333334,65.76666666666667,0.0,0.0,4000,4000,-83.0,-83.0,528000,528000,80.0,80.0,528000,528000,-83.0,-83.0,4000,4000,0.0008452014299109578,4052.0,277.0484619140625,132.0,0.32674187421798706,0.0005,8.075665473937988,1.5903040170669556,-0.007267523556947708,152070.0,534864,0.981013298034668,0.0,0.2,0.48223814368247986,0.0,4052,3.6733637943810755e-41,152070.0,534864,4000,528000,0.0,0.20494238337975879,4052,0.2
1,532000,False,133,f0d76_00000,2025-06-01_16-43-48,1748785428,4.70966649055481,630.9114465713501,18376,Cerebro,127.0.0.1,630.9114465713501,133,4.735214349025643,1.5762681983417648e-05,4.73492910702583,1.0353344555666544,3.68572355360051,0.011192720137755893,-164.4,532000,4000,-260.0,0.06446774100302718,48,80.0,80,80,6648,-100.0,4,0,0,22.599999999999998,65.66666666666666,0.0,0.0,4000,4000,-82.2,-82.2,532000,532000,80.0,80.0,532000,532000,-82.2,-82.2,4000,4000,0.0004888462135568261,4052.0,344.5877685546875,133.0,0.3426305651664734,0.0005,8.013446807861328,1.5896694660186768,-0.1537216305732727,152070.0,538916,0.4459361433982849,0.0,0.2,0.32968926429748535,0.0,4052,1.8366818971905377e-41,152070.0,538916,4000,532000,0.0,0.20502805740625185,4052,0.2
1,536000,False,134,f0d76_00000,2025-06-01_16-43-52,1748785432,4.298680543899536,635.2101271152496,18376,Cerebro,127.0.0.1,635.2101271152496,134,4.730746946535403,1.5745055647535936e-05,4.730461670955732,1.0336981530109044,3.6829462420644665,0.011138985936528248,-162.2,536000,4000,-260.0,0.06474425399850588,52,80.0,80,80,6700,-100.0,4,0,0,18.18,65.62,0.0,0.0,4000,4000,-81.1,-81.1,536000,536000,80.0,80.0,536000,536000,-81.1,-81.1,4000,4000,0.0006158709875307977,4052.0,204.7026824951172,134.0,0.39233797788619995,0.0005,7.695838451385498,1.5920158624649048,0.13737806677818298,152070.0,542968,1.6049377918243408,0.0,0.2,0.5885587334632874,0.0,4052,9.184110135184851e-42,152070.0,542968,4000,536000,0.0,0.20510950998387661,4052,0.2
1,540000,False,135,f0d76_00000,2025-06-01_16-43-57,1748785437,4.643397569656372,639.853524684906,18376,Cerebro,127.0.0.1,639.853524684906,135,4.7297642500701365,1.5702605384650704e-05,4.729479040245995,1.0324653304807758,3.683238919643814,0.011092638077659726,-160.8,540000,4000,-260.0,0.06520014499896205,48,80.0,80,80,6748,-100.0,4,0,0,24.900000000000002,65.60000000000001,0.0,0.0,4000,4000,-80.4,-80.4,540000,540000,80.0,80.0,540000,540000,-80.4,-80.4,4000,4000,0.0004820840258616954,4052.0,295.69378662109375,135.0,0.03249162435531616,0.0005,7.86755895614624,1.5865973234176636,-0.06789630651473999,152070.0,547020,1.8514256477355957,0.0,0.2,0.40154004096984863,0.0,4052,4.5920550675924255e-42,152070.0,547020,4000,540000,0.0,0.20518589700420503,4052,0.2
1,544000,False,136,f0d76_00000,2025-06-01_16-44-02,1748785442,4.697896957397461,644.5514216423035,18376,Cerebro,127.0.0.1,644.5514216423035,136,4.729342451569459,1.5665579080390183e-05,4.729057523843198,1.0340730321761398,3.6812647604470388,0.011038959696822266,-160.8,544000,4000,-260.0,0.07053581000014673,52,80.0,80,80,6800,-80.0,4,0,0,20.683333333333334,65.56666666666666,0.0,0.0,4000,4000,-80.4,-80.4,544000,544000,80.0,80.0,544000,544000,-80.4,-80.4,4000,4000,0.000702154531609267,4052.0,125.85086059570312,136.0,0.5947781801223755,0.0005,8.17938232421875,1.5889978408813477,0.3267468512058258,152070.0,551072,1.1532856225967407,0.0,0.2,0.8268855214118958,0.0,4052,2.2953268845640504e-42,152070.0,551072,4000,544000,0.0,0.2052577677331291,4052,0.2
1,548000,False,137,f0d76_00000,2025-06-01_16-44-06,1748785446,4.570333957672119,649.1217555999756,18376,Cerebro,127.0.0.1,649.1217555999756,137,4.727643018053388,1.5622922993485306e-05,4.727358257604922,1.032269691854216,3.68141033084235,0.010993741099586844,-160.6,548000,4000,-260.0,0.06865276699769311,48,80.0,80,80,6848,-80.0,4,0,0,23.360000000000003,65.5,0.0,0.0,4000,4000,-80.3,-80.3,548000,548000,80.0,80.0,548000,548000,-80.3,-80.3,4000,4000,0.0005483822897076607,4052.0,260.56549072265625,137.0,0.28949153423309326,0.0005,7.842362403869629,1.5876747369766235,0.017485415562987328,152070.0,555124,0.732960045337677,0.0,0.2,0.48418673872947693,0.0,4052,1.1476634422820252e-42,152070.0,555124,4000,548000,0.0,0.2053244325777733,4052,0.2
1,552000,False,138,f0d76_00000,2025-06-01_16-44-11,1748785451,4.55291223526001,653.6746678352356,18376,Cerebro,127.0.0.1,653.6746678352356,138,4.725806096872551,1.56076936730408e-05,4.725521211029216,1.0325403799353392,3.679339015534075,0.010945437688748913,-162.4,552000,4000,-260.0,0.06492940400261432,52,80.0,80,80,6900,-80.0,4,0,0,23.150000000000002,65.5,0.0,0.0,4000,4000,-81.2,-81.2,552000,552000,80.0,80.0,552000,552000,-81.2,-81.2,4000,4000,0.0006224638782441616,4052.0,257.87286376953125,138.0,0.44269317388534546,0.0005,7.715865135192871,1.5905593633651733,-0.017743609845638275,152070.0,559176,1.5083963871002197,0.0,0.2,0.4357309937477112,0.0,4052,5.74532370373175e-43,152070.0,559176,4000,552000,0.0,0.205389249618751,4052,0.2
1,556000,False,139,f0d76_00000,2025-06-01_16-44-15,1748785455,4.53507137298584,658.2097392082214,18376,Cerebro,127.0.0.1,658.2097392082214,139,4.7237874669033255,1.5624616307387918e-05,4.7235000089184735,1.0308362601355137,3.679019395378891,0.010906940311995936,-161.6,556000,4000,-260.0,0.06529737400589511,48,80.0,80,80,6948,-80.0,4,0,0,20.0,65.46666666666667,0.0,0.0,4000,4000,-80.8,-80.8,556000,556000,80.0,80.0,556000,556000,-80.8,-80.8,4000,4000,0.0006191370193846524,4052.0,229.4912567138672,139.0,0.5503073334693909,0.0005,7.477318286895752,1.5859146118164062,-0.003053288208320737,152070.0,563228,0.6000096201896667,0.0,0.2,0.4274955689907074,0.0,4052,2.872661851865875e-43,152070.0,563228,4000,556000,0.0,0.2054491321956541,4052,0.2
1,560000,False,140,f0d76_00000,2025-06-01_16-44-20,1748785460,4.750625133514404,662.9603643417358,18376,Cerebro,127.0.0.1,662.9603643417358,140,4.723951778234547,1.559336993197249e-05,4.723664503829426,1.0300941525341127,3.679981357425454,0.010854027908656774,-160.2,560000,4000,-260.0,0.06690977100341115,52,80.0,80,80,7000,-80.0,4,0,0,26.419999999999998,65.2,0.0,0.0,4000,4000,-80.1,-80.1,560000,560000,80.0,80.0,560000,560000,-80.1,-80.1,4000,4000,0.0004418976022861898,4052.0,291.66510009765625,140.0,0.41156691312789917,0.0005,8.466362953186035,1.5917683839797974,-0.03626903146505356,152070.0,567280,1.0778123140335083,0.0,0.2,0.4920135736465454,0.0,4052,1.4293244336113134e-43,152070.0,567280,4000,560000,0.0,0.2055242690160626,4052,0.2
1,564000,False,141,f0d76_00000,2025-06-01_16-44-25,1748785465,4.886142730712891,667.8465070724487,18376,Cerebro,127.0.0.1,667.8465070724487,141,4.725466062452048,1.5580436157372097e-05,4.725178346791354,1.028633063009009,3.6799183378512255,0.013889329629269568,-163.6,564000,4000,-260.0,0.06723838000034447,48,80.0,80,80,7048,-80.0,4,0,0,23.75714285714286,65.2,0.0,0.0,4000,4000,-81.8,-81.8,564000,564000,80.0,80.0,564000,564000,-81.8,-81.8,4000,4000,0.00045524266897700727,4052.0,267.7513427734375,141.0,0.3125946521759033,0.0005,7.90641975402832,1.592010736465454,-0.034011125564575195,152070.0,571332,0.9615036845207214,0.0,0.2,0.4382287561893463,0.0,4052,7.146622168056567e-44,152070.0,571332,4000,564000,0.0,0.20559439281684347,4052,0.2
1,568000,False,142,f0d76_00000,2025-06-01_16-44-30,1748785470,4.686358213424683,672.5328652858734,18376,Cerebro,127.0.0.1,672.5328652858734,142,4.72495689682745,1.5545632135075466e-05,4.724669199323713,1.0274863933791456,3.680628551472671,0.01381289433300631,-163.8,568000,4000,-260.0,0.0651243050006451,52,80.0,80,80,7100,-100.0,4,0,0,23.240000000000002,65.2,0.0,0.0,4000,4000,-81.9,-81.9,568000,568000,80.0,80.0,568000,568000,-81.9,-81.9,4000,4000,0.0008036814397200942,4052.0,265.84686279296875,142.0,0.3590366840362549,0.0005,7.55903959274292,1.5957481861114502,0.10376182943582535,152070.0,575384,1.069588541984558,0.0,0.2,0.5405161380767822,0.0,4052,3.6433760072445244e-44,152070.0,575384,4000,568000,0.0,0.2056764032947025,4052,0.2
1,572000,False,143,f0d76_00000,2025-06-01_16-44-34,1748785474,4.4733569622039795,677.0062222480774,18376,Cerebro,127.0.0.1,677.0062222480774,143,4.722327346858734,1.5508176130158318e-05,4.722039902330425,1.0259153454452605,3.679644726958006,0.013737962389512028,-162.8,572000,4000,-260.0,0.06528733100218233,48,80.0,80,80,7148,-80.0,4,0,0,24.25,65.2,0.0,0.0,4000,4000,-81.4,-81.4,572000,572000,80.0,80.0,572000,572000,-81.4,-81.4,4000,4000,0.0005306917009875178,4052.0,361.66156005859375,143.0,0.1760922074317932,0.0005,8.671089172363281,1.595624327659607,0.047440364956855774,152070.0,579436,0.43450412154197693,0.0,0.2,0.595424473285675,0.0,4052,1.8216880036222622e-44,152070.0,579436,4000,572000,0.0,0.20575489129372104,4052,0.2
1,576000,False,144,f0d76_00000,2025-06-01_16-44-39,1748785479,4.729229211807251,681.7354514598846,18376,Cerebro,127.0.0.1,681.7354514598846,144,4.722308749389966,1.5478094156515185e-05,4.722021619307237,1.0266234479903749,3.6789977386882877,0.013660623765868567,-166.6,576000,4000,-260.0,0.07278147799544968,52,80.0,80,80,7200,-80.0,4,0,0,22.483333333333334,65.16666666666667,0.0,0.0,4000,4000,-83.3,-83.3,576000,576000,80.0,80.0,576000,576000,-83.3,-83.3,4000,4000,0.0007712035439908504,4052.0,420.5338439941406,144.0,0.13013118505477905,0.0005,7.852434158325195,1.5991902351379395,0.10910943895578384,152070.0,583488,1.8782240152359009,0.0,0.2,0.5745148658752441,0.0,4052,8.407790785948902e-45,152070.0,583488,4000,576000,0.0,0.20583093654242832,4052,0.2
1,580000,False,145,f0d76_00000,2025-06-01_16-44-43,1748785483,4.469124794006348,686.204576253891,18376,Cerebro,127.0.0.1,686.204576253891,145,4.719680787895833,1.5554313227668175e-05,4.719392790114565,1.0251394065105501,3.6779217183012305,0.013591489528001332,-165.4,580000,4000,-260.0,0.07250216899497901,48,80.0,80,80,7248,-80.0,4,0,0,22.96,65.0,0.0,0.0,4000,4000,-82.7,-82.7,580000,580000,80.0,80.0,580000,580000,-82.7,-82.7,4000,4000,0.0007469693082384765,4052.0,426.00714111328125,145.0,0.32353538274765015,0.0005,8.044410705566406,1.5986793041229248,-0.16810309886932373,152070.0,587540,0.6959057450294495,0.0,0.2,0.3166021406650543,0.0,4052,4.203895392974451e-45,152070.0,587540,4000,580000,0.0,0.2059020317670274,4052,0.2
1,584000,False,146,f0d76_00000,2025-06-01_16-44-49,1748785489,5.179803133010864,691.3843793869019,18376,Cerebro,127.0.0.1,691.3843793869019,146,4.724195326016959,1.5514770396596114e-05,4.723907585213321,1.02648096644567,3.6811708591181995,0.013517292632936795,-160.6,584000,4000,-260.0,0.06727585299988277,52,80.0,80,80,7300,-80.0,4,0,0,27.17142857142857,65.45714285714287,0.0,0.0,4000,4000,-80.3,-80.3,584000,584000,80.0,80.0,584000,584000,-80.3,-80.3,4000,4000,0.00048235501162707806,4052.0,280.4835510253906,146.0,0.40784645080566406,0.0005,7.591157913208008,1.597754716873169,0.1363515853881836,152070.0,591592,0.5653660297393799,0.0,0.2,0.5759164094924927,0.0,4052,2.802596928649634e-45,152070.0,591592,4000,584000,0.0,0.2059700366134823,4052,0.2
