num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/episode_len_mean,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/episode_len_max,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_episode_returns_mean/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_steps/human,env_runners/agent_steps/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_module_steps_sampled_lifetime/human,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/ai/vf_explained_var,learners/ai/default_optimizer_learning_rate,learners/ai/vf_loss,learners/ai/policy_loss,learners/ai/num_trainable_parameters,learners/ai/num_non_trainable_parameters,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/curr_entropy_coeff,learners/ai/curr_kl_coeff,learners/ai/gradients_default_optimizer_global_norm,learners/ai/mean_kl_loss,learners/ai/vf_loss_unclipped,learners/ai/weights_seq_no,learners/ai/module_train_batch_size_mean,learners/ai/entropy,learners/ai/total_loss,learners/ai/num_module_steps_trained,learners/ai/num_module_steps_trained_lifetime,learners/human/curr_entropy_coeff
1,112000,False,28,4c691_00000,2025-06-01_18-46-46,1748792806,4.332618474960327,127.26859855651855,17276,Cerebro,127.0.0.1,127.26859855651855,28,4.465731611151723,1.8947336442583862e-05,4.465501713018593,1.0346035503560267,3.421892417881832,0.007039867985281849,192.00000000000017,1400,52,112000,-51.80000000000005,-167.9999999999998,80.0,0.06702391699887812,80,4000,80,4,0,0,22.740000000000002,66.66,0.0,0.0,-25.900000000000023,-25.900000000000023,80.0,80.0,4000,4000,-25.900000000000023,-25.900000000000023,112000,112000,4000,4000,112000,112000,0.18162444091206345,152070.0,0.0,4000,112000,4052,113456,0.0771893858909607,0.001,5.707729339599609,0.001638609915971756,152070.0,0.0,0.0,0.2,7.450580707946131e-10,0.2636967897415161,0.0005426721763797104,119.18956756591797,28.0,4052.0,1.5969253778457642,0.25302648544311523,4052,113456,0.2
1,116000,False,29,4c691_00000,2025-06-01_18-46-50,1748792810,4.742900848388672,132.01149940490723,17276,Cerebro,127.0.0.1,132.01149940490723,29,4.4684120780401715,1.8896862972419385e-05,4.468181536888673,1.034158754852502,3.4250190467027726,0.007031005305422825,192.00000000000017,1448,48,116000,-51.20000000000005,-367.99999999999966,80.0,0.06926709900028072,80,4000,80,4,0,0,25.78333333333333,66.33333333333333,0.0,0.0,-25.600000000000026,-25.600000000000026,80.0,80.0,4000,4000,-25.600000000000026,-25.600000000000026,116000,116000,4000,4000,116000,116000,0.18168184528243325,152070.0,0.0,4000,116000,4052,117508,0.0568004846572876,0.001,5.22814416885376,0.055421195924282074,152070.0,0.0,0.0,0.2,3.7252903539730653e-10,0.13370239734649658,0.0005611153901554644,41.85250473022461,29.0,4052.0,1.5940757989883423,0.2594204246997833,4052,117508,0.2
1,120000,False,30,4c691_00000,2025-06-01_18-46-55,1748792815,4.340906620025635,136.35240602493286,17276,Cerebro,127.0.0.1,136.35240602493286,30,4.467046208259789,1.8833894720044744e-05,4.466815144519807,1.0325114333039245,3.425307055235689,0.0070187802528602974,92.00000000000017,1500,52,120000,-59.60000000000005,-367.99999999999966,80.0,0.06791054900444578,80,4000,80,4,0,0,24.040000000000003,66.25999999999999,0.0,0.0,-29.800000000000026,-29.800000000000026,80.0,80.0,4000,4000,-29.800000000000026,-29.800000000000026,120000,120000,4000,4000,120000,120000,0.18173922409130347,152070.0,0.0,4000,120000,4052,121560,0.14012408256530762,0.001,6.290038108825684,0.12354570627212524,152070.0,0.0,0.0,0.2,1.8626451769865326e-10,0.4629490077495575,0.00016656341904308647,221.58612060546875,30.0,4052.0,1.5972700119018555,0.4330954849720001,4052,121560,0.2
1,124000,False,31,4c691_00000,2025-06-01_18-47-00,1748792820,4.934704303741455,141.28711032867432,17276,Cerebro,127.0.0.1,141.28711032867432,31,4.47160629317738,1.8775555598575216e-05,4.471374717074256,1.03366813097116,3.4287142596831304,0.007008604450362533,-48.00000000000003,1548,48,124000,-56.60000000000005,-267.99999999999994,80.0,0.06850000600388739,80,4000,80,4,0,0,26.471428571428568,66.28571428571429,0.0,0.0,-28.300000000000026,-28.300000000000026,80.0,80.0,4000,4000,-28.300000000000026,-28.300000000000026,124000,124000,4000,4000,124000,124000,0.18179461443946734,152070.0,0.0,4000,124000,4052,125612,0.048742830753326416,0.001,5.249905586242676,0.10739437490701675,152070.0,0.0,0.0,0.2,9.313225884932663e-11,1.28382408618927,0.0003174415323883295,40.38994598388672,31.0,4052.0,1.5979785919189453,0.3127892017364502,4052,125612,0.2
1,128000,False,32,4c691_00000,2025-06-01_18-47-04,1748792824,4.320432186126709,145.60754251480103,17276,Cerebro,127.0.0.1,145.60754251480103,32,4.470002115245859,1.870179974648849e-05,4.469769913903491,1.0320011136614928,3.428774476086539,0.007003538405606072,-48.00000000000003,1600,52,128000,-52.600000000000065,-127.99999999999991,80.0,0.06849732600152493,80,4000,80,4,0,0,22.380000000000003,66.32,0.0,0.0,-26.300000000000033,-26.300000000000033,80.0,80.0,4000,4000,-26.300000000000033,-26.300000000000033,128000,128000,4000,4000,128000,128000,0.18184757401825735,152070.0,0.0,4000,128000,4052,129664,0.030276715755462646,0.001,7.3739824295043945,0.08209744095802307,152070.0,0.0,0.0,0.2,4.6566129424663316e-11,0.2093954086303711,0.0008172837551683187,64.1748046875,32.0,4052.0,1.588323950767517,0.5018308758735657,4052,129664,0.2
1,132000,False,33,4c691_00000,2025-06-01_18-47-09,1748792829,4.755288124084473,150.3628306388855,17276,Cerebro,127.0.0.1,150.3628306388855,33,4.472754083093365,1.863078205022823e-05,4.472521292764374,1.0309188245249852,3.4325940523255167,0.007005807022045944,-48.00000000000003,1648,48,132000,-54.200000000000045,-147.99999999999994,80.0,0.0657702200015774,80,4000,80,4,0,0,24.983333333333334,66.3,0.0,0.0,-27.100000000000023,-27.100000000000023,80.0,80.0,4000,4000,-27.100000000000023,-27.100000000000023,132000,132000,4000,4000,132000,132000,0.18189883672402446,152070.0,0.0,4000,132000,4052,133716,0.05799680948257446,0.001,6.457424640655518,-0.023307617753744125,152070.0,0.0,0.0,0.2,2.3283064712331658e-11,0.9476318955421448,0.0006698341458104551,62.03598403930664,33.0,4052.0,1.5939359664916992,0.3036476969718933,4052,133716,0.2
1,136000,False,34,4c691_00000,2025-06-01_18-47-13,1748792833,4.420135736465454,154.78296637535095,17276,Cerebro,127.0.0.1,154.78296637535095,34,4.472118111262006,1.858147410875832e-05,4.471884622836546,1.031077703279773,3.431802389802268,0.0069954789520373425,-48.00000000000003,1700,52,136000,-52.400000000000055,-147.99999999999994,80.0,0.06768354499945417,80,4000,80,4,0,0,20.78,66.3,0.0,0.0,-26.200000000000028,-26.200000000000028,80.0,80.0,4000,4000,-26.200000000000028,-26.200000000000028,136000,136000,4000,4000,136000,136000,0.18194892581827143,152070.0,0.0,4000,136000,4052,137768,-0.006241321563720703,0.001,6.424080848693848,0.02314334362745285,152070.0,0.0,0.0,0.2,1.1641532356165829e-11,0.18774648010730743,0.00021859964181203395,42.201175689697266,34.0,4052.0,1.5910325050354004,0.34734490513801575,4052,137768,0.2
1,140000,False,35,4c691_00000,2025-06-01_18-47-18,1748792838,4.626973867416382,159.40994024276733,17276,Cerebro,127.0.0.1,159.40994024276733,35,4.47356630014952,1.853965988208117e-05,4.47333201460775,1.030018797247136,3.434294977904654,0.007003632162387523,-48.00000000000003,1748,48,140000,-58.400000000000055,-308.0000000000008,80.0,0.06737212900188752,80,4000,80,4,0,0,25.033333333333335,66.24999999999999,0.0,0.0,-29.200000000000028,-29.200000000000028,80.0,80.0,4000,4000,-29.200000000000028,-29.200000000000028,140000,140000,4000,4000,140000,140000,0.1819981173669648,152070.0,0.0,4000,140000,4052,141820,0.05788809061050415,0.001,6.040564060211182,-0.2591681480407715,152070.0,0.0,0.0,0.2,5.8207661780829145e-12,0.5448431968688965,0.0004639035905711353,69.88915252685547,35.0,4052.0,1.5971828699111938,0.025451628491282463,4052,141820,0.2
1,144000,False,36,4c691_00000,2025-06-01_18-47-23,1748792843,4.751249313354492,164.16118955612183,17276,Cerebro,127.0.0.1,164.16118955612183,36,4.476215146148137,1.847826364538093e-05,4.4759803734617725,1.0305781372746654,3.436385492125609,0.006994378840844494,-48.00000000000003,1800,52,144000,-62.200000000000074,-308.0000000000008,80.0,0.07393925700103864,80,4000,80,4,0,0,22.78333333333333,66.3,0.0,0.0,-31.100000000000037,-31.100000000000037,80.0,80.0,4000,4000,-31.100000000000037,-31.100000000000037,144000,144000,4000,4000,144000,144000,0.18206335380210315,152070.0,0.0,4000,144000,4052,145872,0.14139437675476074,0.001,5.893208980560303,-0.1666353940963745,152070.0,0.0,0.0,0.2,2.9103830890414573e-12,0.21811796724796295,0.0006913796532899141,45.05891418457031,36.0,4052.0,1.5940858125686646,0.10386840999126434,4052,145872,0.2
1,148000,False,37,4c691_00000,2025-06-01_18-47-28,1748792848,4.676199674606323,168.83738923072815,17276,Cerebro,127.0.0.1,168.83738923072815,37,4.478109470686864,1.8406480705211652e-05,4.477874189727152,1.0295025789019683,3.439346614204015,0.006993764052397776,-48.00000000000003,1848,48,148000,-55.000000000000064,-288.0000000000005,80.0,0.07389688799681608,80,4000,80,4,0,0,25.683333333333337,66.3,0.0,0.0,-27.500000000000032,-27.500000000000032,80.0,80.0,4000,4000,-27.500000000000032,-27.500000000000032,148000,148000,4000,4000,148000,148000,0.18212743908680304,152070.0,0.0,4000,148000,4052,149924,-0.0779803991317749,0.001,6.634017467498779,-0.07909072190523148,152070.0,0.0,0.0,0.2,1.4551915445207286e-12,0.24524113535881042,0.0005076326779089868,50.70981979370117,37.0,4052.0,1.5911833047866821,0.26607435941696167,4052,149924,0.2
1,152000,False,38,4c691_00000,2025-06-01_18-47-32,1748792852,4.416486501693726,173.25387573242188,17276,Cerebro,127.0.0.1,173.25387573242188,38,4.477393022980046,1.8355415746733934e-05,4.477156818830015,1.0278592831132227,3.4402544940620263,0.006999129411922532,-48.00000000000003,1900,52,152000,-51.00000000000006,-88.00000000000003,80.0,0.06569360699737445,80,4000,80,4,0,0,19.560000000000002,66.26,0.0,0.0,-25.50000000000003,-25.50000000000003,80.0,80.0,4000,4000,-25.50000000000003,-25.50000000000003,152000,152000,4000,4000,152000,152000,0.18220441675042737,152070.0,0.0,4000,152000,4052,153976,-0.008977413177490234,0.001,6.67960262298584,0.0178757905960083,152070.0,0.0,0.0,0.2,7.275957722603643e-13,0.3296925127506256,0.0002437656803522259,47.44419479370117,38.0,4052.0,1.591477870941162,0.36754047870635986,4052,153976,0.2
1,156000,False,39,4c691_00000,2025-06-01_18-47-37,1748792857,4.72795295715332,177.9818286895752,17276,Cerebro,127.0.0.1,177.9818286895752,39,4.479797855750656,1.842186174666011e-05,4.479560151641823,1.0262545862817634,3.4442568071214006,0.006998365118152508,-48.00000000000003,1948,48,156000,-55.00000000000006,-247.99999999999977,80.0,0.06381084300286602,80,4000,80,4,0,0,21.771428571428572,66.3,0.0,0.0,-27.50000000000003,-27.50000000000003,80.0,80.0,4000,4000,-27.50000000000003,-27.50000000000003,156000,156000,4000,4000,156000,156000,0.18228016340686942,152070.0,0.0,4000,156000,4052,158028,0.001423656940460205,0.001,5.462953090667725,0.07700880616903305,152070.0,0.0,0.0,0.2,3.6379788613018216e-13,0.9245749115943909,0.0006841475842520595,107.8708267211914,39.0,4052.0,1.593146800994873,0.30467474460601807,4052,158028,0.2
1,160000,False,40,4c691_00000,2025-06-01_18-47-41,1748792861,4.424900054931641,182.40672874450684,17276,Cerebro,127.0.0.1,182.40672874450684,40,4.479148072193165,1.8402643221431695e-05,4.478909564125646,1.0247889384192372,3.445074437050074,0.006990326467168721,-48.00000000000003,2000,52,160000,-58.400000000000055,-348.0000000000002,80.0,0.06397194700082764,80,4000,80,4,0,0,21.860000000000003,66.3,0.0,0.0,-29.200000000000028,-29.200000000000028,80.0,80.0,4000,4000,-29.200000000000028,-29.200000000000028,160000,160000,4000,4000,160000,160000,0.1823530289985084,152070.0,0.0,4000,160000,4052,162080,0.15798968076705933,0.001,5.966150760650635,0.054030682891607285,152070.0,0.0,0.0,0.2,1.8189894306509108e-13,0.7024140954017639,0.0004730599466711283,130.98829650878906,40.0,4052.0,1.594914436340332,0.3316628932952881,4052,162080,0.2
1,164000,False,41,4c691_00000,2025-06-01_18-47-46,1748792866,4.819508075714111,187.22623682022095,17276,Cerebro,127.0.0.1,187.22623682022095,41,4.482430156471319,1.8344617166566932e-05,4.482190869484248,1.0236551560351044,3.4494849016794515,0.00698178620291975,-48.00000000000003,2048,48,164000,-56.800000000000054,-348.0000000000002,80.0,0.06609571699751542,80,4000,80,4,0,0,26.566666666666666,66.31666666666666,0.0,0.0,-28.400000000000027,-28.400000000000027,80.0,80.0,4000,4000,-28.400000000000027,-28.400000000000027,164000,164000,4000,4000,164000,164000,0.18242350458197415,152070.0,0.0,4000,164000,4052,166132,0.13820672035217285,0.001,5.945281505584717,0.0630640983581543,152070.0,0.0,0.0,0.2,9.094947153254554e-14,0.4918704926967621,0.0005560179706662893,58.91490173339844,41.0,4052.0,1.5946747064590454,0.33865734934806824,4052,166132,0.2
1,168000,False,42,4c691_00000,2025-06-01_18-47-51,1748792871,4.492020845413208,191.71825766563416,17276,Cerebro,127.0.0.1,191.71825766563416,42,4.482437366906552,1.827917072925826e-05,4.482197848789744,1.023784198474494,3.449370803662792,0.006968806341200205,-48.00000000000003,2100,52,168000,-54.000000000000064,-248.00000000000006,80.0,0.06616831300314516,80,4000,80,4,0,0,20.119999999999997,66.3,0.0,0.0,-27.000000000000032,-27.000000000000032,80.0,80.0,4000,4000,-27.000000000000032,-27.000000000000032,168000,168000,4000,4000,168000,168000,0.1824933404808693,152070.0,0.0,4000,168000,4052,170184,-0.10256385803222656,0.001,5.726658344268799,-0.021976612508296967,152070.0,0.0,0.0,0.2,4.547473576627277e-14,0.22118155658245087,0.000433727924246341,68.03832244873047,42.0,4052.0,1.5918018817901611,0.2323288470506668,4052,170184,0.2
1,172000,False,43,4c691_00000,2025-06-01_18-47-55,1748792875,4.581286191940308,196.29954385757446,17276,Cerebro,127.0.0.1,196.29954385757446,43,4.483308556237532,1.82123793231703e-05,4.483068813301731,1.0221312984902016,3.451893287626174,0.006965065277609084,-48.00000000000003,2148,48,172000,-52.400000000000055,-207.99999999999983,80.0,0.06377908700320405,80,4000,80,4,0,0,22.650000000000002,66.3,0.0,0.0,-26.200000000000028,-26.200000000000028,80.0,80.0,4000,4000,-26.200000000000028,-26.200000000000028,172000,172000,4000,4000,172000,172000,0.18256062232132791,152070.0,0.0,4000,172000,4052,174236,0.0938829779624939,0.001,6.395636081695557,-0.1107267439365387,152070.0,0.0,0.0,0.2,2.2737367883136385e-14,0.7282846570014954,0.00036666091182269156,34.334896087646484,43.0,4052.0,1.5943094491958618,0.20997503399848938,4052,174236,0.2
1,176000,False,44,4c691_00000,2025-06-01_18-48-00,1748792880,4.506897687911987,200.80644154548645,17276,Cerebro,127.0.0.1,200.80644154548645,44,4.483453566675424,1.8245255420824843e-05,4.483212580168615,1.021276236505037,3.45288486875011,0.006965375624950466,-48.00000000000003,2200,52,176000,-52.60000000000005,-127.99999999999977,80.0,0.06590268300147727,80,4000,80,4,0,0,25.2,66.31666666666666,0.0,0.0,-26.300000000000026,-26.300000000000026,80.0,80.0,4000,4000,-26.300000000000026,-26.300000000000026,176000,176000,4000,4000,176000,176000,0.18262694906092888,152070.0,0.0,4000,176000,4052,178288,0.08268141746520996,0.001,5.796586990356445,0.1682816445827484,152070.0,0.0,0.0,0.2,1.1368683941568192e-14,0.5752290487289429,0.00033473497023805976,54.850807189941406,44.0,4052.0,1.5918585062026978,0.4295686185359955,4052,178288,0.2
1,180000,False,45,4c691_00000,2025-06-01_18-48-05,1748792885,4.845708608627319,205.65215015411377,17276,Cerebro,127.0.0.1,205.65215015411377,45,4.486968898009031,1.8183802623817074e-05,4.486727175366618,1.021159243139877,3.4565095150624696,0.006959873868823664,-48.00000000000003,2248,48,180000,-53.20000000000004,-127.99999999999974,80.0,0.06608835600258317,80,4000,80,4,0,0,24.0,66.33333333333333,0.0,0.0,-26.60000000000002,-26.60000000000002,80.0,80.0,4000,4000,-26.60000000000002,-26.60000000000002,180000,180000,4000,4000,180000,180000,0.18269270321350647,152070.0,0.0,4000,180000,4052,182340,0.10225546360015869,0.001,5.901478290557861,-0.10460519790649414,152070.0,0.0,0.0,0.2,5.684341970784096e-15,0.21977384388446808,0.0005411671590991318,54.40245819091797,45.0,4052.0,1.5876781940460205,0.16800695657730103,4052,182340,0.2
1,184000,False,46,4c691_00000,2025-06-01_18-48-09,1748792889,4.478029012680054,210.13017916679382,17276,Cerebro,127.0.0.1,210.13017916679382,46,4.486772857029402,1.8135965035844406e-05,4.486530616613185,1.0207662567085227,3.4567130649121394,0.006947896130004386,51.999999999999936,2300,52,184000,-53.40000000000005,-247.99999999999974,80.0,0.06849072700191755,80,4000,80,4,0,0,21.400000000000002,66.36666666666666,0.0,0.0,-26.700000000000024,-26.700000000000024,80.0,80.0,4000,4000,-26.700000000000024,-26.700000000000024,184000,184000,4000,4000,184000,184000,0.18275628894812193,152070.0,0.0,4000,184000,4052,186392,0.09607398509979248,0.001,5.359494686126709,0.014881634153425694,152070.0,0.0,0.0,0.2,2.842170985392048e-15,0.24113944172859192,0.00028757649124599993,40.110172271728516,46.0,4052.0,1.5863364934921265,0.23356379568576813,4052,186392,0.2
1,188000,False,47,4c691_00000,2025-06-01_18-48-14,1748792894,5.1602866649627686,215.2904658317566,17276,Cerebro,127.0.0.1,215.2904658317566,47,4.493400301459257,1.8097605310205293e-05,4.493157166446973,1.0191203391410437,3.464938610262826,0.00698380916910946,51.999999999999936,2348,48,188000,-51.800000000000054,-247.99999999999974,80.0,0.06769952100177762,80,4000,80,4,0,0,31.816666666666666,66.64999999999999,0.0,0.0,-25.900000000000027,-25.900000000000027,80.0,80.0,4000,4000,-25.900000000000027,-25.900000000000027,188000,188000,4000,4000,188000,188000,0.1828364776677243,152070.0,0.0,4000,188000,4052,190444,0.05644005537033081,0.001,6.88417387008667,-0.31181156635284424,152070.0,0.0,0.0,0.2,1.421085492696024e-15,0.271282821893692,0.0002882030385080725,73.63188171386719,47.0,4052.0,1.5907306671142578,0.05845964699983597,4052,190444,0.2
1,192000,False,48,4c691_00000,2025-06-01_18-48-19,1748792899,4.61380410194397,219.90426993370056,17276,Cerebro,127.0.0.1,219.90426993370056,48,4.494469214445099,1.80406290371472e-05,4.49422526778269,1.018823969749785,3.4662832671600072,0.006990946077392847,-48.00000000000003,2400,52,192000,-55.00000000000006,-268.0000000000003,80.0,0.06737167700193822,80,4000,80,4,0,0,26.95,66.88333333333333,0.0,0.0,-27.50000000000003,-27.50000000000003,80.0,80.0,4000,4000,-27.50000000000003,-27.50000000000003,192000,192000,4000,4000,192000,192000,0.18291449070404153,152070.0,0.0,4000,192000,4052,194496,-0.04839801788330078,0.001,6.209025859832764,0.1277485191822052,152070.0,0.0,0.0,0.2,7.10542746348012e-16,0.36597129702568054,0.0008548847399652004,201.25086975097656,48.0,4052.0,1.590135097503662,0.4306241571903229,4052,194496,0.2
1,196000,False,49,4c691_00000,2025-06-01_18-48-24,1748792904,5.003202199935913,224.90747213363647,17276,Cerebro,127.0.0.1,224.90747213363647,49,4.499451231300203,1.7978223063209335e-05,4.499206756105102,1.0185935810520679,3.4714734774881553,0.007002968617085541,-48.00000000000003,2448,48,196000,-57.40000000000007,-288.000000000001,80.0,0.07223067800165155,80,4000,80,4,0,0,31.316666666666663,66.98333333333333,0.0,0.0,-28.700000000000035,-28.700000000000035,80.0,80.0,4000,4000,-28.700000000000035,-28.700000000000035,196000,196000,4000,4000,196000,196000,0.182991793491865,152070.0,0.0,4000,196000,4052,198548,-0.03769505023956299,0.001,5.5865888595581055,0.16669508814811707,152070.0,0.0,0.0,0.2,3.55271373174006e-16,0.5942708253860474,0.0004838349123019725,200.89605712890625,49.0,4052.0,1.587941288948059,0.4077656865119934,4052,198548,0.2
1,200000,False,50,4c691_00000,2025-06-01_18-48-29,1748792909,4.871306896209717,229.7787790298462,17276,Cerebro,127.0.0.1,229.7787790298462,50,4.503067689987363,1.791644056693424e-05,4.5028226755436105,1.0179192652416684,3.475760065713103,0.00699941793071194,-48.00000000000003,2500,52,200000,-52.40000000000007,-288.000000000001,80.0,0.07116668200178537,80,4000,80,4,0,0,29.066666666666666,67.95,0.0,0.0,-26.200000000000035,-26.200000000000035,80.0,80.0,4000,4000,-26.200000000000035,-26.200000000000035,200000,200000,4000,4000,200000,200000,0.1830681765648645,152070.0,0.0,4000,200000,4052,202600,0.054349541664123535,0.001,5.449594020843506,0.06979472935199738,152070.0,0.0,0.0,0.2,1.77635686587003e-16,0.20824472606182098,0.00028020201716572046,44.037803649902344,50.0,4052.0,1.5924445390701294,0.29626527428627014,4052,202600,0.2
1,204000,False,51,4c691_00000,2025-06-01_18-48-35,1748792915,5.538317918777466,235.31709694862366,17276,Cerebro,127.0.0.1,235.31709694862366,51,4.513295124087201,1.786227594892335e-05,4.513048846788135,1.021790106589208,3.482099951055898,0.007005561751408813,-48.00000000000003,2548,48,204000,-49.800000000000054,-107.99999999999997,80.0,0.08163401099969633,80,4000,80,4,0,0,36.67142857142857,67.02857142857144,0.0,0.0,-24.900000000000027,-24.900000000000027,80.0,80.0,4000,4000,-24.900000000000027,-24.900000000000027,204000,204000,4000,4000,204000,204000,0.18314399768705222,152070.0,0.0,4000,204000,4052,206652,0.013584554195404053,0.001,6.211376190185547,0.02750587835907936,152070.0,0.0,0.0,0.2,8.88178432935015e-17,0.37999722361564636,0.00021118704171385616,47.740013122558594,51.0,4052.0,1.5980685949325562,0.3290298283100128,4052,206652,0.2
1,208000,False,52,4c691_00000,2025-06-01_18-48-39,1748792919,4.905052185058594,240.22214913368225,17276,Cerebro,127.0.0.1,240.22214913368225,52,4.51706395484665,1.7808652977092566e-05,4.516816652320209,1.0219929865230184,3.4856268475452437,0.0070306311341201055,-48.00000000000003,2600,52,208000,-50.20000000000007,-107.99999999999997,80.0,0.08485225899843499,80,4000,80,4,0,0,28.266666666666666,66.95,0.0,0.0,-25.100000000000033,-25.100000000000033,80.0,80.0,4000,4000,-25.100000000000033,-25.100000000000033,208000,208000,4000,4000,208000,208000,0.18321803056913777,152070.0,0.0,4000,208000,4052,210704,0.07579362392425537,0.001,6.730260848999023,-0.04456101730465889,152070.0,0.0,0.0,0.2,4.440892164675075e-17,0.588874101638794,0.00032512383768334985,56.683223724365234,52.0,4052.0,1.5915849208831787,0.31014806032180786,4052,210704,0.2
1,212000,False,53,4c691_00000,2025-06-01_18-48-45,1748792925,5.09151029586792,245.31365942955017,17276,Cerebro,127.0.0.1,245.31365942955017,53,4.522705259297908,1.777456637965547e-05,4.5224571567974206,1.021984959657806,3.49125848307012,0.007039494822586977,-48.00000000000003,2648,48,212000,-51.60000000000005,-247.99999999999966,80.0,0.07598279299738352,80,4000,80,4,0,0,32.72857142857143,67.02857142857144,0.0,0.0,-25.800000000000026,-25.800000000000026,80.0,80.0,4000,4000,-25.800000000000026,-25.800000000000026,212000,212000,4000,4000,212000,212000,0.18329211389381342,152070.0,0.0,4000,212000,4052,214756,0.11128491163253784,0.001,5.79164457321167,-0.0891018956899643,152070.0,0.0,0.0,0.2,2.2204460823375376e-17,0.17146332561969757,0.0011797075858339667,52.27980041503906,53.0,4052.0,1.6027531623840332,0.16951194405555725,4052,214756,0.2
1,216000,False,54,4c691_00000,2025-06-01_18-48-50,1748792930,4.989265203475952,250.30292463302612,17276,Cerebro,127.0.0.1,250.30292463302612,54,4.527269053704896,1.7717821055136003e-05,4.527020659229254,1.0237123220616051,3.4940720632391864,0.007055015874313811,-48.00000000000003,2700,52,216000,-51.800000000000054,-247.99999999999966,80.0,0.07648717299685813,80,4000,80,4,0,0,25.98,66.97999999999999,0.0,0.0,-25.900000000000027,-25.900000000000027,80.0,80.0,4000,4000,-25.900000000000027,-25.900000000000027,216000,216000,4000,4000,216000,216000,0.1833633729589417,152070.0,0.0,4000,216000,4052,218808,0.09700268507003784,0.001,5.527044296264648,-0.007222253829240799,152070.0,0.0,0.0,0.2,1.1102230411687688e-17,0.8090009689331055,0.00036904856096953154,45.97739791870117,54.0,4052.0,1.6009749174118042,0.22528725862503052,4052,218808,0.2
1,220000,False,55,4c691_00000,2025-06-01_18-48-54,1748792934,4.517054080963135,254.81997871398926,17276,Cerebro,127.0.0.1,254.81997871398926,55,4.527083861167623,1.766064259417063e-05,4.5268352546365795,1.0227590788409917,3.4948444576066113,0.007045001715516969,-48.00000000000003,2748,48,220000,-50.60000000000005,-88.00000000000003,80.0,0.07301821100118104,80,4000,80,4,0,0,26.26666666666667,67.05,0.0,0.0,-25.300000000000026,-25.300000000000026,80.0,80.0,4000,4000,-25.300000000000026,-25.300000000000026,220000,220000,4000,4000,220000,220000,0.18343284538137625,152070.0,0.0,4000,220000,4052,222860,0.13035333156585693,0.001,5.537414073944092,0.06518415361642838,152070.0,0.0,0.0,0.2,5.551115205843844e-18,0.25284767150878906,0.0004296071419958025,38.20703887939453,55.0,4052.0,1.6016108989715576,0.298603355884552,4052,222860,0.2
1,224000,False,56,4c691_00000,2025-06-01_18-48-59,1748792939,4.732820272445679,259.55279898643494,17276,Cerebro,127.0.0.1,259.55279898643494,56,4.529039567556395,1.7732036310393452e-05,4.528789417090245,1.022328390052671,3.49723139303084,0.007039204698224828,-48.00000000000003,2800,52,224000,-53.400000000000055,-147.99999999999994,80.0,0.07066114700282924,80,4000,80,4,0,0,25.066666666666663,67.0,0.0,0.0,-26.700000000000028,-26.700000000000028,80.0,80.0,4000,4000,-26.700000000000028,-26.700000000000028,224000,224000,4000,4000,224000,224000,0.18351479654807015,152070.0,0.0,4000,224000,4052,226912,-0.09290635585784912,0.001,5.850808620452881,0.09105811268091202,152070.0,0.0,0.0,0.2,2.775557602921922e-18,0.5626605749130249,0.0007817486184649169,84.47978973388672,56.0,4052.0,1.5972143411636353,0.3566960394382477,4052,226912,0.2
