num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/episode_return_mean,env_runners/episode_len_max,env_runners/num_episodes_lifetime,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/num_env_steps_sampled,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/num_agent_steps_sampled/ai,env_runners/num_agent_steps_sampled/human,env_runners/module_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/agent_steps/ai,env_runners/agent_steps/human,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/ai/num_non_trainable_parameters,learners/ai/num_module_steps_trained,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/ai/total_loss,learners/ai/gradients_default_optimizer_global_norm,learners/ai/vf_explained_var,learners/ai/entropy,learners/ai/num_trainable_parameters,learners/ai/curr_kl_coeff,learners/ai/weights_seq_no,learners/ai/module_train_batch_size_mean,learners/ai/vf_loss,learners/ai/vf_loss_unclipped,learners/ai/policy_loss,learners/ai/default_optimizer_learning_rate,learners/ai/curr_entropy_coeff,learners/ai/num_module_steps_trained_lifetime,learners/ai/mean_kl_loss,learners/human/curr_entropy_coeff
1,116000,False,29,0f52f_00000,2025-06-01_17-55-07,1748789707,4.787873268127441,137.57778978347778,20204,Cerebro,127.0.0.1,137.57778978347778,29,4.663484546624086,1.6371935861350763e-05,4.663273888857613,1.073299985935432,3.5819534644772095,0.006088220155919046,0.06753205499844625,116000,49,79.78,62,220.32,80,1449,1394.0,-150.0,4000,4,0,0,23.76666666666667,67.11666666666667,0.0,0.0,110.16,110.16,4000,4000,110.16,110.16,116000,116000,116000,116000,4000,4000,79.78,79.78,0.0,4053,116000,145926.0,0.18436764189683272,4000,117512,0.0,4053,0.0,0.6538488864898682,0.43605244159698486,-0.2902390956878662,1.5559180974960327,145926.0,3.7252903539730653e-10,29.0,4052.0010742391996,8.837701797485352,3876.063720703125,0.08126235753297806,0.001,0.2,117512,0.0012517464347183704,0.2
1,120000,False,30,0f52f_00000,2025-06-01_17-55-12,1748789712,4.975402116775513,142.5531919002533,20204,Cerebro,127.0.0.1,142.5531919002533,30,4.666506523158242,1.632721624470875e-05,4.666295074968912,1.0729188470760223,3.5853361498322984,0.00609378795393629,0.0746505889960099,120000,51,79.78,62,215.22,80,1500,1394.0,-240.0,4000,4,0,0,29.03333333333333,67.35000000000001,0.0,0.0,107.61,107.61,4000,4000,107.61,107.61,120000,120000,120000,120000,4000,4000,79.78,79.78,0.0,4054,120000,145926.0,0.184505936344879,4000,121566,0.0,4054,0.0,0.6120630502700806,0.42105233669281006,-0.2586405277252197,1.5521589517593384,145926.0,1.8626451769865326e-10,30.0,4052.0016526260097,8.72379207611084,3318.11376953125,0.050115637481212616,0.001,0.2,121566,0.0011527917813509703,0.2
1,124000,False,31,0f52f_00000,2025-06-01_17-55-17,1748789717,4.821063280105591,147.3742551803589,20204,Cerebro,127.0.0.1,147.3742551803589,31,4.667964581926344,1.6326944159270863e-05,4.667752102219399,1.072094048604836,3.5876097253341728,0.006095820074250449,0.07495153900061269,124000,49,79.74,54,212.96,80,1549,1396.0,-240.0,4000,4,0,0,26.33333333333334,67.25,0.0,0.0,106.48,106.48,4000,4000,106.48,106.48,124000,124000,124000,124000,4000,4000,79.74,79.74,0.0,4053,124000,145926.0,0.18465974904977364,4000,125619,0.0,4053,0.0,0.32665592432022095,0.4838559925556183,-0.061374664306640625,1.5055651664733887,145926.0,9.313225884932663e-11,31.0,4052.0023193376596,8.823155403137207,7705.287109375,-0.25454652309417725,0.001,0.2,125619,0.0013530710712075233,0.2
1,128000,False,32,0f52f_00000,2025-06-01_17-55-22,1748789722,4.7037904262542725,152.07804560661316,20204,Cerebro,127.0.0.1,152.07804560661316,32,4.668229661107148,1.6280674444420658e-05,4.668016615197154,1.0698346941188361,3.5901156300808292,0.006104336873417233,0.06715823700476903,128000,52,79.64,54,236.06,80,1601,1410.0,-90.0,4000,4,0,0,22.200000000000003,67.01666666666667,0.0,0.0,118.03,118.03,4000,4000,118.03,118.03,128000,128000,128000,128000,4000,4000,79.64,79.64,0.0,4055,128000,145926.0,0.1848096429769311,4000,129674,0.0,4055,0.0,0.28630462288856506,0.5107245445251465,-0.0673825740814209,1.5557488203048706,145926.0,4.6566129424663316e-11,32.0,4052.0032725498136,7.75684928894043,8101.8837890625,-0.17823053896427155,0.001,0.2,129674,0.0009150157566182315,0.2
1,132000,False,33,0f52f_00000,2025-06-01_17-55-27,1748789727,4.815172910690308,156.89321851730347,20204,Cerebro,127.0.0.1,156.89321851730347,33,4.669569934496106,1.6235868016410058e-05,4.669356007045561,1.0683698951774043,3.592905773780085,0.006106788504459655,0.06484885699872393,132000,48,79.81,70,238.29,80,1649,1410.0,30.0,4000,4,0,0,27.866666666666664,66.89999999999999,0.0,0.0,119.145,119.145,4000,4000,119.145,119.145,132000,132000,132000,132000,4000,4000,79.81,79.81,0.0,4052,132000,145926.0,0.18495828127063796,4000,133726,0.0,4052,0.0,0.27025583386421204,0.6943777203559875,-0.014485597610473633,1.5495588779449463,145926.0,2.3283064712331658e-11,33.0,4052.004206465791,8.548869132995605,14619.3447265625,-0.2747192978858948,0.001,0.2,133726,0.0017582100117579103,0.2
1,136000,False,34,0f52f_00000,2025-06-01_17-55-32,1748789732,4.944943428039551,161.83816194534302,20204,Cerebro,127.0.0.1,161.83816194534302,34,4.672212814151468,1.6202509736438994e-05,4.671997880975346,1.0664633482257417,3.597442969042479,0.006106734619508623,0.06572997099719942,136000,52,79.66,57,245.34,80,1701,1423.0,-40.0,4000,4,0,0,24.883333333333336,66.89999999999999,0.0,0.0,122.67,122.67,4000,4000,122.67,122.67,136000,136000,136000,136000,4000,4000,79.66,79.66,0.0,4056,136000,145926.0,0.1851191991841708,4000,137782,0.0,4056,0.0,0.5240206718444824,0.6319866180419922,-0.011653780937194824,1.5227277278900146,145926.0,1.1641532356165829e-11,34.0,4052.005521376194,9.070442199707031,9221.212890625,-0.07847791910171509,0.001,0.2,137782,0.001203961088322103,0.2
1,140000,False,35,0f52f_00000,2025-06-01_17-55-36,1748789736,4.448110342025757,166.28627228736877,20204,Cerebro,127.0.0.1,166.28627228736877,35,4.669868719009765,1.6162484403889578e-05,4.669653365165626,1.0650181627435606,3.596543092352213,0.006102188273537703,0.06562032999994699,140000,49,79.47,57,270.33,80,1750,1423.0,-40.0,4000,4,0,0,20.866666666666667,66.89999999999999,0.0,0.0,135.165,135.165,4000,4000,135.165,135.165,140000,140000,140000,140000,4000,4000,79.47,79.47,0.0,4053,140000,145926.0,0.1852774661813106,4000,141835,0.0,4053,0.0,0.38163962960243225,0.8184207081794739,0.033211469650268555,1.5143873691558838,145926.0,5.8207661780829145e-12,35.0,4052.006909567742,8.513382911682129,12151.2587890625,-0.1668211817741394,0.001,0.2,141835,0.0018107572104781866,0.2
1,144000,False,36,0f52f_00000,2025-06-01_17-55-41,1748789741,4.640202283859253,170.92647457122803,20204,Cerebro,127.0.0.1,170.92647457122803,36,4.669466917819867,1.6143859484570013e-05,4.669250620514453,1.062801530115726,3.598338234429105,0.006112061390464739,0.06464838100131601,144000,51,79.16,35,275.94,80,1801,1445.0,-10.0,4000,4,0,0,28.82,66.8,0.0,0.0,137.97,137.97,4000,4000,137.97,137.97,144000,144000,144000,144000,4000,4000,79.16,79.16,0.0,4055,144000,145926.0,0.18543081796859182,4000,145890,0.0,4055,0.0,0.6482036709785461,0.29057225584983826,-0.08603310585021973,1.4944956302642822,145926.0,2.9103830890414573e-12,36.0,4052.0085694433214,8.650259017944336,3865.978271484375,0.08207698166370392,0.001,0.2,145890,0.0020484954584389925,0.2
1,148000,False,37,0f52f_00000,2025-06-01_17-55-46,1748789746,4.8984174728393555,175.82489204406738,20204,Cerebro,127.0.0.1,175.82489204406738,37,4.671662480641936,1.61174207535277e-05,4.671445315309197,1.0624429998141585,3.6008778100847714,0.0061161907763123595,0.0674977130012121,148000,51,78.15,35,299.15,80,1852,1445.0,-250.0,4000,4,0,0,23.785714285714285,66.95714285714286,0.0,0.0,149.575,149.575,4000,4000,149.575,149.575,148000,148000,148000,148000,4000,4000,78.15,78.15,0.0,4055,148000,145926.0,0.18559709674350924,4000,149945,0.0,4055,0.0,0.4342453181743622,0.3598867654800415,0.06121867895126343,1.5187956094741821,145926.0,1.4551915445207286e-12,37.0,4052.0104954304325,8.733328819274902,15750.2041015625,-0.13532844185829163,0.001,0.2,149945,0.0014990534400567412,0.2
1,152000,False,38,0f52f_00000,2025-06-01_17-55-50,1748789750,4.7706756591796875,180.59556770324707,20204,Cerebro,127.0.0.1,180.59556770324707,38,4.672523307835049,1.6078246310807397e-05,4.672305251156179,1.0609956748155611,3.603175199983905,0.006113837868733064,0.06688816300069447,152000,53,76.83,38,393.47,80,1905,1427.0,-40.0,4000,4,0,0,26.3,67.42,0.0,0.0,196.735,196.735,4000,4000,196.735,196.735,152000,152000,152000,152000,4000,4000,76.83,76.83,0.0,4057,152000,145926.0,0.18576059700113123,4000,154002,0.0,4057,0.0,0.39590591192245483,0.5673828125,0.021535754203796387,1.511407494544983,145926.0,7.275957722603643e-13,38.0,4052.012882040857,9.279826164245605,30379.17578125,-0.22979506850242615,0.001,0.2,154002,0.0014838167699053884,0.2
1,156000,False,39,0f52f_00000,2025-06-01_17-55-55,1748789755,4.471832275390625,185.0673999786377,20204,Cerebro,127.0.0.1,185.0673999786377,39,4.670431852756832,1.603546358205632e-05,4.670213224644751,1.0595293830672705,3.6025380839837573,0.006117334489771702,0.0649692510010209,156000,51,77.05,43,370.85,80,1956,1427.0,-70.0,4000,4,0,0,22.01666666666667,67.45,0.0,0.0,185.425,185.425,4000,4000,185.425,185.425,156000,156000,156000,156000,4000,4000,77.05,77.05,0.0,4055,156000,145926.0,0.1859219797739308,4000,158057,0.0,4055,0.0,0.5966012477874756,0.5003838539123535,0.013883888721466064,1.5222280025482178,145926.0,3.6379788613018216e-13,39.0,4052.0155198695306,9.119574546813965,6106.72607421875,-0.010910548269748688,0.001,0.2,158057,0.001258952310308814,0.2
1,160000,False,40,0f52f_00000,2025-06-01_17-56-00,1748789760,4.897812843322754,189.96521282196045,20204,Cerebro,127.0.0.1,189.96521282196045,40,4.672574525229728,1.5990108657749276e-05,4.67235515539801,1.058603252236669,3.6055898691438353,0.006125776145267226,0.06584936199826188,160000,52,77.47,37,335.23,80,2008,1433.0,-70.0,4000,4,0,0,26.099999999999998,67.38333333333334,0.0,0.0,167.615,167.615,4000,4000,167.615,167.615,160000,160000,160000,160000,4000,4000,77.47,77.47,0.0,4056,160000,145926.0,0.186096197901571,4000,162113,0.0,4056,0.0,0.6588123440742493,0.3820069134235382,0.006448507308959961,1.533380150794983,145926.0,1.8189894306509108e-13,40.0,4052.0185036534263,8.305655479431152,8289.34375,0.1349228322505951,0.001,0.2,162113,0.0019254509825259447,0.2
1,164000,False,41,0f52f_00000,2025-06-01_17-56-05,1748789765,4.557761907577515,194.52297472953796,20204,Cerebro,127.0.0.1,194.52297472953796,41,4.6713042339774695,1.5966207442589666e-05,4.671083622844106,1.0590813887143216,3.6038095114523485,0.006141289383981908,0.071835553998244,164000,55,75.05,30,401.65,80,2063,1450.0,-50.0,4000,4,0,0,20.883333333333336,67.39999999999999,0.0,0.0,200.825,200.825,4000,4000,200.825,200.825,164000,164000,164000,164000,4000,4000,75.05,75.05,0.0,4059,164000,145926.0,0.1862654119986787,4000,166172,0.0,4059,0.0,0.3771732449531555,0.29897624254226685,0.05325502157211304,1.5060346126556396,145926.0,9.094947153254554e-14,41.0,4052.022126209657,8.4063081741333,20300.76171875,-0.1622505933046341,0.001,0.2,166172,0.0014645197661593556,0.2
1,168000,False,42,0f52f_00000,2025-06-01_17-56-09,1748789769,4.8373024463653564,199.36027717590332,20204,Cerebro,127.0.0.1,199.36027717590332,42,4.672860300637797,1.5924545684597377e-05,4.672639070615793,1.0571341418275775,3.6072946683374605,0.006147111489875135,0.06807373499963433,168000,52,74.57,30,429.53,80,2115,1450.0,-90.0,4000,4,0,0,23.750000000000004,67.38333333333334,0.0,0.0,214.765,214.765,4000,4000,214.765,214.765,168000,168000,168000,168000,4000,4000,74.57,74.57,0.0,4056,168000,145926.0,0.18644723341405367,4000,170228,0.0,4056,0.0,0.618870735168457,0.8033866286277771,0.08174324035644531,1.5045390129089355,145926.0,4.547473576627277e-14,42.0,4052.026074464398,8.910514831542969,11368.2412109375,0.02872714027762413,0.001,0.2,170228,0.0016188954468816519,0.2
1,172000,False,43,0f52f_00000,2025-06-01_17-56-14,1748789774,4.64760422706604,204.00788140296936,20204,Cerebro,127.0.0.1,204.00788140296936,43,4.672506635631645,1.589330003825334e-05,4.6722850239099,1.0560995774094775,3.6079732326544156,0.006144274374991828,0.06296100200037472,172000,53,75.46,37,436.44,80,2168,1435.0,-90.0,4000,4,0,0,25.72,67.34,0.0,0.0,218.22,218.22,4000,4000,218.22,218.22,172000,172000,172000,172000,4000,4000,75.46,75.46,0.0,4057,172000,145926.0,0.18662566850991943,4000,174285,0.0,4057,0.0,0.5810222029685974,0.48725783824920654,0.054340660572052,1.4975616931915283,145926.0,2.2737367883136385e-14,43.0,4052.030441541423,9.096048355102539,15686.3359375,-0.029070362448692322,0.001,0.2,174285,0.001600779825821519,0.2
1,176000,False,44,0f52f_00000,2025-06-01_17-56-19,1748789779,4.753407001495361,208.76128840446472,20204,Cerebro,127.0.0.1,208.76128840446472,44,4.673223889275593,1.5864366863601725e-05,4.673001744671088,1.0556669286353733,3.6091071643280266,0.006152918631154656,0.06071406099828892,176000,55,74.0,35,499.4,80,2223,1445.0,-100.0,4000,4,0,0,19.599999999999998,67.18333333333334,0.0,0.0,249.7,249.7,4000,4000,249.7,249.7,176000,176000,176000,176000,4000,4000,74.0,74.0,0.0,4059,176000,145926.0,0.18679969800052926,4000,178344,0.0,4059,0.0,0.8157573938369751,0.5201959609985352,0.0936855673789978,1.5246732234954834,145926.0,1.1368683941568192e-14,44.0,4052.0354186694613,8.55184555053711,12407.71484375,0.2655075788497925,0.001,0.2,178344,0.001219474128447473,0.2
1,180000,False,45,0f52f_00000,2025-06-01_17-56-23,1748789783,4.560761451721191,213.3220498561859,20204,Cerebro,127.0.0.1,213.3220498561859,45,4.671976980382775,1.5834723013082135e-05,4.67175398022475,1.054478231349056,3.6090265856852497,0.0061631844449557245,0.058967378000961614,180000,55,72.78,32,533.72,80,2278,1448.0,-150.0,4000,4,0,0,22.950000000000003,66.96666666666665,0.0,0.0,266.86,266.86,4000,4000,266.86,266.86,180000,180000,180000,180000,4000,4000,72.78,72.78,0.0,4059,180000,145926.0,0.18696929298447443,4000,182403,0.0,4059,0.0,0.6348569393157959,0.44826942682266235,-0.0060176849365234375,1.511909008026123,145926.0,5.684341970784096e-15,45.0,4052.0409932107846,9.08761978149414,27202.859375,0.028476756066083908,0.001,0.2,182403,0.0014501927653327584,0.2
1,184000,False,46,0f52f_00000,2025-06-01_17-56-28,1748789788,4.958407402038574,218.2804572582245,20204,Cerebro,127.0.0.1,218.2804572582245,46,4.674736625578897,1.5798376129842896e-05,4.674513031422487,1.0532462620358534,3.6130078838284967,0.006167263600276257,0.06178276500024367,184000,56,72.46,32,558.44,80,2334,1598.0,-270.0,4000,4,0,0,31.233333333333338,67.06666666666666,0.0,0.0,279.22,279.22,4000,4000,279.22,279.22,184000,184000,184000,184000,4000,4000,72.46,72.46,0.0,4060,184000,145926.0,0.1871338673389392,4000,186463,0.0,4060,0.0,0.6563833355903625,0.5328789353370667,0.021019935607910156,1.507262945175171,145926.0,2.842170985392048e-15,46.0,4052.0472527194147,8.60074234008789,20251.15234375,0.09776167571544647,0.001,0.2,186463,0.0011723407078534365,0.2
1,188000,False,47,0f52f_00000,2025-06-01_17-56-33,1748789793,4.863685846328735,223.14414310455322,20204,Cerebro,127.0.0.1,223.14414310455322,47,4.676533582322768,1.576539273827953e-05,4.676309490108059,1.0540162904158827,3.6140302169902077,0.006164435964149368,0.061532679996453225,188000,56,71.42,22,646.28,80,2390,1566.0,-270.0,4000,4,0,0,24.916666666666668,67.11666666666666,0.0,0.0,323.14,323.14,4000,4000,323.14,323.14,188000,188000,188000,188000,4000,4000,71.42,71.42,0.0,4060,188000,145926.0,0.1872966766570128,4000,190523,0.0,4060,0.0,0.6009879112243652,0.3403032124042511,0.02802252769470215,1.4802435636520386,145926.0,1.421085492696024e-15,47.0,4052.0541829385506,8.595842361450195,30592.056640625,0.03745247796177864,0.001,0.2,190523,0.0010932192672044039,0.2
1,192000,False,48,0f52f_00000,2025-06-01_17-56-38,1748789798,4.970244884490967,228.1143879890442,20204,Cerebro,127.0.0.1,228.1143879890442,48,4.67935781349947,1.5729739157788316e-05,4.6791328302069255,1.0520451935117785,3.618800553820664,0.006174989604196671,0.05493599700042978,192000,60,67.32,22,799.58,80,2450,1601.0,-210.0,4000,4,0,0,26.46666666666667,67.1,0.0,0.0,399.79,399.79,4000,4000,399.79,399.79,192000,192000,192000,192000,4000,4000,67.32,67.32,0.0,4064,192000,145926.0,0.18745797236198913,4000,194587,0.0,4064,0.0,0.6076204180717468,0.6126569509506226,-0.024060487747192383,1.4650356769561768,145926.0,7.10542746348012e-16,48.0,4052.0621698280324,9.214249610900879,46677.3671875,-0.020797409117221832,0.001,0.2,194587,0.002523851115256548,0.2
1,196000,False,49,0f52f_00000,2025-06-01_17-56-43,1748789803,4.571629047393799,232.686017036438,20204,Cerebro,127.0.0.1,232.686017036438,49,4.678192368364466,1.572844178991818e-05,4.677966477905256,1.0518691535769285,3.6177980582823217,0.00617975470822608,0.05834175400377717,196000,61,66.3,27,829.1,80,2511,1601.0,-210.0,4000,4,0,0,23.400000000000002,67.10000000000001,0.0,0.0,414.55,414.55,4000,4000,414.55,414.55,196000,196000,196000,196000,4000,4000,66.3,66.3,0.0,4065,196000,145926.0,0.1876175500552001,4000,198652,0.0,4065,0.0,0.5229269862174988,0.4462747275829315,-0.005263566970825195,1.4620980024337769,145926.0,3.55271373174006e-16,49.0,4052.071291561431,9.434727668762207,54661.94921875,-0.1281261295080185,0.001,0.2,198652,0.0020381684880703688,0.2
1,200000,False,50,0f52f_00000,2025-06-01_17-56-48,1748789808,5.0817711353302,237.7677881717682,20204,Cerebro,127.0.0.1,237.7677881717682,50,4.682109481681126,1.5686157665609127e-05,4.681882183125943,1.0517514450414498,3.621789010699448,0.006209096161285812,0.05647981700138189,200000,60,65.55,27,837.85,80,2571,1625.0,-180.0,4000,4,0,0,28.53333333333333,67.31666666666666,0.0,0.0,418.925,418.925,4000,4000,418.925,418.925,200000,200000,200000,200000,4000,4000,65.55,65.55,0.0,4064,200000,145926.0,0.18777343436731084,4000,202716,0.0,4064,0.0,0.6641093492507935,0.36188504099845886,0.0013898611068725586,1.483527421951294,145926.0,1.77635686587003e-16,50.0,4052.0814246431783,8.670323371887207,37840.58984375,0.0937824547290802,0.001,0.2,202716,0.001273557310923934,0.2
1,204000,False,51,0f52f_00000,2025-06-01_17-56-53,1748789813,4.656469106674194,242.42425727844238,20204,Cerebro,127.0.0.1,242.42425727844238,51,4.68173220286456,1.5662295937527434e-05,4.681504147294559,1.05150702459133,3.6216529125922037,0.006205168199594433,0.059815148001071065,204000,61,66.77,27,810.33,80,2632,1450.0,-150.0,4000,4,0,0,25.366666666666664,67.46666666666665,0.0,0.0,405.165,405.165,4000,4000,405.165,405.165,204000,204000,204000,204000,4000,4000,66.77,66.77,0.0,4065,204000,145926.0,0.18792552617817157,4000,206781,0.0,4065,0.0,0.6292670965194702,0.5361929535865784,-0.08170843124389648,1.464506983757019,145926.0,8.88178432935015e-17,51.0,4052.0926479341347,9.300663948059082,57665.25,-0.007897813804447651,0.001,0.2,206781,0.001564710051752627,0.2
1,208000,False,52,0f52f_00000,2025-06-01_17-56-58,1748789818,5.1326634883880615,247.55692076683044,20204,Cerebro,127.0.0.1,247.55692076683044,52,4.68608421283576,1.5834672572937432e-05,4.6858532028211775,1.0502885893453355,3.6271850724666597,0.006224083517702044,0.05831684199918527,208000,64,64.29,23,894.61,80,2696,1457.0,-150.0,4000,4,0,0,28.11666666666667,67.48333333333333,0.0,0.0,447.305,447.305,4000,4000,447.305,447.305,208000,208000,208000,208000,4000,4000,64.29,64.29,0.0,4068,208000,145926.0,0.1880907739593731,4000,210849,0.0,4068,0.0,0.7039332389831543,0.4404604136943817,-0.03147625923156738,1.4813807010650635,145926.0,4.440892164675075e-17,52.0,4052.105238616807,9.255008697509766,51894.58984375,0.07470852136611938,0.001,0.2,210849,0.001138953841291368,0.2
1,212000,False,53,0f52f_00000,2025-06-01_17-57-03,1748789823,4.896104335784912,252.45302510261536,20204,Cerebro,127.0.0.1,252.45302510261536,53,4.68808773870747,1.5802326224557613e-05,4.6878539827929515,1.050434199452095,3.6290200867418565,0.00623033668253149,0.05857681800145656,212000,64,61.64,20,986.16,80,2760,1460.0,-150.0,4000,4,0,0,24.516666666666666,67.5,0.0,0.0,493.08,493.08,4000,4000,493.08,493.08,212000,212000,212000,212000,4000,4000,61.64,61.64,0.0,4068,212000,145926.0,0.18825264199233174,4000,214917,0.0,4068,0.0,0.6073595881462097,0.6035639643669128,-0.025227665901184082,1.4852498769760132,145926.0,2.2204460823375376e-17,53.0,4052.119168221033,9.606864929199219,72751.8515625,-0.056276947259902954,0.001,0.2,214917,0.001350497710518539,0.2
1,216000,False,54,0f52f_00000,2025-06-01_17-57-08,1748789828,5.459768533706665,257.912793636322,20204,Cerebro,127.0.0.1,257.912793636322,54,4.695700204320462,1.5764302711898025e-05,4.695465845964822,1.0497008414576345,3.637352002874255,0.006232405315757838,0.05561990100366529,216000,66,60.7,20,1014.4,80,2826,1460.0,-150.0,4000,4,0,0,28.18571428571429,67.5,0.0,0.0,507.2,507.2,4000,4000,507.2,507.2,216000,216000,216000,216000,4000,4000,60.7,60.7,0.0,4070,216000,145926.0,0.18843014334723618,4000,218987,0.0,4070,0.0,0.41145503520965576,0.4258054792881012,0.007027864456176758,1.4418103694915771,145926.0,1.1102230411687688e-17,54.0,4052.1346087093125,9.24866771697998,85131.390625,-0.22504964470863342,0.001,0.2,218987,0.000980531913228333,0.2
1,220000,False,55,0f52f_00000,2025-06-01_17-57-13,1748789833,5.016544818878174,262.9293384552002,20204,Cerebro,127.0.0.1,262.9293384552002,55,4.698798270277478,1.5737659518124458e-05,4.698562967505387,1.0508395570435745,3.6392824608456977,0.006245160262689578,0.05905923600192182,220000,69,59.35,22,1035.15,80,2895,1458.0,40.0,4000,4,0,0,28.066666666666674,67.48333333333333,0.0,0.0,517.575,517.575,4000,4000,517.575,517.575,220000,220000,220000,220000,4000,4000,59.35,59.35,0.0,4072,220000,145926.0,0.18860504079084403,4000,223059,0.0,4072,0.0,0.6936729550361633,0.6337200999259949,0.012388646602630615,1.4693504571914673,145926.0,5.551115205843844e-18,55.0,4052.1517284710044,9.847548484802246,78716.3125,0.002788171172142029,0.001,0.2,223059,0.0019441734766587615,0.2
1,224000,False,56,0f52f_00000,2025-06-01_17-57-19,1748789839,5.504786491394043,268.43412494659424,20204,Cerebro,127.0.0.1,268.43412494659424,56,4.706721995574703,1.570928332313625e-05,4.706485466830438,1.051592156473041,3.6464196012375845,0.006260936660264898,0.059366168003180064,224000,69,56.73,24,1132.97,80,2964,1456.0,-110.0,4000,4,0,0,31.6,67.3,0.0,0.0,566.485,566.485,4000,4000,566.485,566.485,224000,224000,224000,224000,4000,4000,56.73,56.73,0.0,4073,224000,145926.0,0.18879445660124444,4000,227132,0.0,4073,0.0,0.7285794615745544,0.3473408818244934,-0.01604926586151123,1.4176396131515503,145926.0,2.775557602921922e-18,56.0,4052.1705923765912,9.753008842468262,81049.5859375,0.03680644929409027,0.001,0.2,227132,0.0017370592104271054,0.2
1,228000,False,57,0f52f_00000,2025-06-01_17-57-25,1748789845,5.2457358837127686,273.679860830307,20204,Cerebro,127.0.0.1,273.679860830307,57,4.7120025106190315,1.5670190224261887e-05,4.7117652121616205,1.0540522599084088,3.6492189412251346,0.0062679762937323065,0.06406742900027894,228000,68,57.22,22,1135.38,80,3032,1458.0,-190.0,4000,4,0,0,32.06666666666667,67.66666666666667,0.0,0.0,567.69,567.69,4000,4000,567.69,567.69,228000,228000,228000,228000,4000,4000,57.22,57.22,0.0,4072,228000,145926.0,0.1889839747013583,4000,231204,0.0,4072,0.0,0.7994239926338196,0.7294177412986755,-0.04070103168487549,1.4349830150604248,145926.0,1.387778801460961e-18,57.0,4052.1910638312193,9.794975280761719,72284.1015625,0.10692308098077774,0.001,0.2,231204,0.0015304038533940911,0.2
1,232000,False,58,0f52f_00000,2025-06-01_17-57-30,1748789850,5.0936949253082275,278.77355575561523,20204,Cerebro,127.0.0.1,278.77355575561523,58,4.7157242095128975,1.5645488162979173e-05,4.715486214039967,1.0546923763091194,3.6522916988127734,0.006263949530955104,0.06146508999634534,232000,75,55.69,22,1214.41,80,3107,1458.0,-190.0,4000,4,0,0,32.32857142857143,67.64285714285714,0.0,0.0,607.205,607.205,4000,4000,607.205,607.205,232000,232000,232000,232000,4000,4000,55.69,55.69,0.0,4079,232000,145926.0,0.18917089855381,4000,235283,0.0,4079,0.0,0.7033829092979431,0.49400055408477783,-0.016889572143554688,1.4470441341400146,145926.0,6.938894007304805e-19,58.0,4052.2138087975172,9.869001388549805,108074.859375,0.0058916411362588406,0.001,0.2,235283,0.001971928868442774,0.2
1,236000,False,59,0f52f_00000,2025-06-01_17-57-35,1748789855,5.082522630691528,283.85607838630676,20204,Cerebro,127.0.0.1,283.85607838630676,59,4.719276140417837,1.5617033091851314e-05,4.719037290899458,1.0550330115458486,3.655495360824771,0.006257062035834939,0.053188073000055736,236000,76,53.67,21,1216.73,80,3183,1459.0,-90.0,4000,4,0,0,28.46666666666667,67.53333333333335,0.0,0.0,608.365,608.365,4000,4000,608.365,608.365,236000,236000,236000,236000,4000,4000,53.67,53.67,0.0,4080,236000,145926.0,0.18936935850174666,4000,239363,0.0,4080,0.0,0.6482118964195251,0.5436881184577942,-0.0028438568115234375,1.4375340938568115,145926.0,3.4694470036524025e-19,59.0,4052.238879758106,9.420631408691406,102631.15625,-0.006344424560666084,0.001,0.2,239363,0.0016767126508057117,0.2
